emp_no;salary
466914;82035
466915;74433
466916;57638
466917;104446
466918;72327
466919;72902
466920;68934
466921;61593
466922;60159
466923;83388
466924;61945
466925;63987
466926;69853
466927;90106
466928;92320
466929;107050
466930;67504
466931;58532
466932;65837
466933;68174
466934;113853
466935;46114
466936;52901
466937;69694
466938;77207
466939;98367
466940;72926
466941;83113
466942;61178
466943;49577
466944;52012
466945;63212
466946;40000
466947;83904
466948;59974
466949;85181
466950;48652
466951;55115
466952;69448
466953;82294
466954;58316
466955;70055
466956;73305
466957;69207
466958;75131
466959;70708
466960;48768
466961;43357
466962;70955
466963;58729
466964;82032
466965;73900
466966;69817
466967;72973
466968;81884
466969;62801
466970;40771
466971;80324
466972;83625
466973;50485
466974;83255
466975;46045
466976;70318
466977;76178
466978;47397
466979;55979
466980;62155
466981;71503
466982;60107
466983;68119
466984;61105
466985;56500
466986;52132
466987;71146
466988;71692
466989;99723
466990;76085
466991;70473
466992;53494
466993;57553
466994;71223
466995;59680
466996;64234
466997;68099
466998;69237
466999;101400
467000;46177
467001;113139
467002;53811
467003;70674
467004;84956
467005;106516
467006;62437
467007;75513
467008;57486
467009;57701
467010;52284
467011;117901
467012;63350
467013;90688
467014;46563
467015;123190
467016;89053
467017;44065
467018;87584
467019;56581
467020;66881
467021;40466
467022;82128
467023;46544
467024;71739
467025;113230
467026;48669
467027;89885
467028;50250
467029;71496
467030;71372
467031;50870
467032;70080
467033;65568
467034;67354
467035;57180
467036;70761
467037;96984
467038;58526
467039;93807
467040;57315
467041;61645
467042;95282
467043;87827
467044;80449
467045;111974
467046;66605
467047;79583
467048;58948
467049;90510
467050;74871
467051;81776
467052;72667
467053;50006
467054;81790
467055;58597
467056;73259
467057;70348
467058;81476
467059;57738
467060;62100
467061;72861
467062;52118
467063;73551
467064;63304
467065;75176
467066;51301
467067;82975
467068;54075
467069;64600
467070;64125
467071;64248
467072;56769
467073;102620
467074;51978
467075;64550
467076;55794
467077;92278
467078;83927
467079;62203
467080;53356
467081;49270
467082;68549
467083;71168
467084;63255
467085;59817
467086;84905
467087;55683
467088;76582
467089;57509
467090;55375
467091;57083
467092;72673
467093;90646
467094;64778
467095;74007
467096;40000
467097;75693
467098;65707
467099;57554
467100;61839
467101;68423
467102;92503
467103;60166
467104;67921
467105;106798
467106;64803
467107;57753
467108;64580
467109;53314
467110;53466
467111;70265
467112;83745
467113;76885
467114;53371
467115;40120
467116;76576
467117;61532
467118;62256
467119;44529
467120;101750
467121;112807
467122;63371
467123;74289
467124;78184
467125;76980
467126;42848
467127;64374
467128;77944
467129;111665
467130;58422
467131;40490
467132;72572
467133;64310
467134;111136
467135;51495
467136;77830
467137;77577
467138;45741
467139;80553
467140;73884
467141;64531
467142;78868
467143;75431
467144;71091
467145;98998
467146;90395
467147;93825
467148;66174
467149;75655
467150;58507
467151;51357
467152;76349
467153;58161
467154;89077
467155;64891
467156;61935
467157;59644
467158;51774
467159;51877
467160;57801
467161;74328
467162;50590
467163;78353
467164;40000
467165;60009
467166;97368
467167;77050
467168;71844
467169;70762
467170;48403
467171;90392
467172;58295
467173;92293
467174;63798
467175;54385
467176;79448
467177;58730
467178;59653
467179;66852
467180;62081
467181;63154
467182;62452
467183;81140
467184;49897
467185;93524
467186;75770
467187;50387
467188;67491
467189;85281
467190;60297
467191;87478
467192;61816
467193;61280
467194;57555
467195;73246
467196;95509
467197;73643
467198;77884
467199;88137
467200;65364
467201;57141
467202;84332
467203;81448
467204;88609
467205;54584
467206;89666
467207;83841
467208;72363
467209;51953
467210;75422
467211;50811
467212;54827
467213;67152
467214;63582
467215;77974
467216;65429
467217;67599
467218;51730
467219;56950
467220;77135
467221;52687
467222;74267
467223;64434
467224;66606
467225;63016
467226;84775
467227;72737
467228;77228
467229;94245
467230;59244
467231;93247
467232;83913
467233;70969
467234;79455
467235;74167
467236;58201
467237;42501
467238;77527
467239;74735
467240;45219
467241;73413
467242;72626
467243;46956
467244;84345
467245;94614
467246;75802
467247;75071
467248;60501
467249;111996
467250;62174
467251;76203
467252;57450
467253;97492
467254;65542
467255;94279
467256;72997
467257;56404
467258;72031
467259;49565
467260;97529
467261;60946
467262;68280
467263;78609
467264;72113
467265;48709
467266;86067
467267;45100
467268;53595
467269;61552
467270;75717
467271;71602
467272;93276
467273;52310
467274;53136
467275;65802
467276;51175
467277;62245
467278;66465
467279;66973
467280;48276
467281;48547
467282;81700
467283;80670
467284;66861
467285;74522
467286;88510
467287;72688
467288;59595
467289;54629
467290;81346
467291;44307
467292;111635
467293;64302
467294;80503
467295;95553
467296;79332
467297;109396
467298;71075
467299;65319
467300;47599
467301;46455
467302;43974
467303;73827
467304;113582
467305;73949
467306;50479
467307;113204
467308;62487
467309;79945
467310;65511
467311;75747
467312;44278
467313;75686
467314;73668
467315;41928
467316;46601
467317;66336
467318;48374
467319;75986
467320;52556
467321;74648
467322;112324
467323;103376
467324;59187
467325;59717
467326;58083
467327;74471
467328;48016
467329;45047
467330;79344
467331;68963
467332;50370
467333;63753
467334;77926
467335;50125
467336;42626
467337;48955
467338;63520
467339;91887
467340;53791
467341;64848
467342;64033
467343;89552
467344;94449
467345;113400
467346;78095
467347;65635
467348;80867
467349;87826
467350;75692
467351;64117
467352;59769
467353;50885
467354;86320
467355;78491
467356;54800
467357;73816
467358;67073
467359;49692
467360;72568
467361;102741
467362;81384
467363;109772
467364;67753
467365;50819
467366;67197
467367;72652
467368;56727
467369;89994
467370;43206
467371;55765
467372;72391
467373;49249
467374;51947
467375;62017
467376;65869
467377;72504
467378;74654
467379;62080
467380;68656
467381;68317
467382;67038
467383;69289
467384;79357
467385;75910
467386;59178
467387;80377
467388;54043
467389;82198
467390;82293
467391;55519
467392;60694
467393;96602
467394;58687
467395;97350
467396;92843
467397;76378
467398;94752
467399;55205
467400;76067
467401;59311
467402;78522
467403;72931
467404;56576
467405;65187
467406;60523
467407;61804
467408;73320
467409;45578
467410;93934
467411;68994
467412;89447
467413;86040
467414;93715
467415;65134
467416;51609
467417;69565
467418;63768
467419;75115
467420;83858
467421;101144
467422;100795
467423;67116
467424;81639
467425;87460
467426;113597
467427;68713
467428;49392
467429;67381
467430;74483
467431;49827
467432;85592
467433;84406
467434;62338
467435;114081
467436;48086
467437;40000
467438;53556
467439;49928
467440;75468
467441;70413
467442;43476
467443;68361
467444;52677
467445;66611
467446;42170
467447;50489
467448;72725
467449;40000
467450;111083
467451;50252
467452;50093
467453;57418
467454;49341
467455;96215
467456;83123
467457;70366
467458;63183
467459;57811
467460;98518
467461;76310
467462;73007
467463;70165
467464;57326
467465;82169
467466;85066
467467;71204
467468;61781
467469;67962
467470;81989
467471;79459
467472;76326
467473;88939
467474;59295
467475;42479
467476;63357
467477;84193
467478;85364
467479;58841
467480;88045
467481;46971
467482;50144
467483;60313
467484;63638
467485;89617
467486;50246
467487;70095
467488;55463
467489;96576
467490;78257
467491;69713
467492;107217
467493;91719
467494;54866
467495;79636
467496;94889
467497;52645
467498;58194
467499;85295
467500;64257
467501;47291
467502;61507
467503;63241
467504;53847
467505;65840
467506;49254
467507;82186
467508;68514
467509;64178
467510;70593
467511;90354
467512;54953
467513;78344
467514;73311
467515;94244
467516;77771
467517;65052
467518;104312
467519;46415
467520;90390
467521;73239
467522;109531
467523;78751
467524;92250
467525;50262
467526;98285
467527;104834
467528;100487
467529;115244
467530;68413
467531;66959
467532;84457
467533;62508
467534;61859
467535;74848
467536;77135
467537;49964
467538;77719
467539;40000
467540;43764
467541;40000
467542;74986
467543;68426
467544;73429
467545;123453
467546;102876
467547;42595
467548;70002
467549;93756
467550;41791
467551;50333
467552;75752
467553;46722
467554;74388
467555;71111
467556;40912
467557;45712
467558;65296
467559;50947
467560;72444
467561;71108
467562;69104
467563;56158
467564;92603
467565;51820
467566;82867
467567;55639
467568;81135
467569;64950
467570;75704
467571;103153
467572;57725
467573;69063
467574;85145
467575;48998
467576;84390
467577;72265
467578;58338
467579;59252
467580;60802
467581;48422
467582;78888
467583;50829
467584;92545
467585;79344
467586;57526
467587;104234
467588;61280
467589;60228
467590;54131
467591;58197
467592;56134
467593;99088
467594;88786
467595;67969
467596;56341
467597;107954
467598;44512
467599;67871
467600;41969
467601;64739
467602;59977
467603;117265
467604;72435
467605;86732
467606;51573
467607;91102
467608;80405
467609;69725
467610;76067
467611;119724
467612;54513
467613;40000
467614;93546
467615;66923
467616;76675
467617;88873
467618;82462
467619;75064
467620;51303
467621;62567
467622;76718
467623;65419
467624;49821
467625;77305
467626;45318
467627;73849
467628;80157
467629;68981
467630;84259
467631;80147
467632;67505
467633;90856
467634;89404
467635;67459
467636;79919
467637;100683
467638;79777
467639;93303
467640;84861
467641;84306
467642;50103
467643;54527
467644;90843
467645;79503
467646;67987
467647;94814
467648;69392
467649;62989
467650;45282
467651;49688
467652;69314
467653;50826
467654;82745
467655;90483
467656;85231
467657;91818
467658;77260
467659;72249
467660;72083
467661;62158
467662;73811
467663;90089
467664;62011
467665;116096
467666;116220
467667;74311
467668;80898
467669;85093
467670;44439
467671;49475
467672;57133
467673;76628
467674;45104
467675;49264
467676;93149
467677;79296
467678;67503
467679;56662
467680;119739
467681;44762
467682;43051
467683;48278
467684;86161
467685;67234
467686;59549
467687;70559
467688;85541
467689;73512
467690;105250
467691;53495
467692;109626
467693;60951
467694;80031
467695;69083
467696;47488
467697;73459
467698;78116
467699;43967
467700;75236
467701;75962
467702;66687
467703;60329
467704;95216
467705;82592
467706;79431
467707;40000
467708;52505
467709;62918
467710;100110
467711;76366
467712;68951
467713;60259
467714;71221
467715;74865
467716;52599
467717;79445
467718;86514
467719;102922
467720;72999
467721;56625
467722;77999
467723;60574
467724;92611
467725;94974
467726;71299
467727;78810
467728;45944
467729;86308
467730;55979
467731;48075
467732;73884
467733;63705
467734;85942
467735;64681
467736;52629
467737;50886
467738;81866
467739;57479
467740;46832
467741;97449
467742;65334
467743;60856
467744;56087
467745;81369
467746;91439
467747;63974
467748;40307
467749;60135
467750;41256
467751;70606
467752;71529
467753;42068
467754;45392
467755;83556
467756;55931
467757;87149
467758;68422
467759;63504
467760;68791
467761;106755
467762;68508
467763;42009
467764;87167
467765;83658
467766;60542
467767;55054
467768;84266
467769;68294
467770;47815
467771;72449
467772;61095
467773;103918
467774;59839
467775;109878
467776;57030
467777;59724
467778;57989
467779;62539
467780;59106
467781;53647
467782;79455
467783;67494
467784;95504
467785;50360
467786;69525
467787;85292
467788;46629
467789;65344
467790;83667
467791;73964
467792;83899
467793;66267
467794;52799
467795;91450
467796;47800
467797;60739
467798;74570
467799;67190
467800;67804
467801;47759
467802;60033
467803;56430
467804;83888
467805;80630
467806;68244
467807;55846
467808;81124
467809;52277
467810;52574
467811;79764
467812;56080
467813;42920
467814;67524
467815;59975
467816;77955
467817;56828
467818;70761
467819;63977
467820;71957
467821;48878
467822;110199
467823;47601
467824;77034
467825;98247
467826;66463
467827;70757
467828;71959
467829;83015
467830;62359
467831;79435
467832;62365
467833;54282
467834;40000
467835;63146
467836;72159
467837;110084
467838;63526
467839;44984
467840;63392
467841;81058
467842;87859
467843;66287
467844;65984
467845;66462
467846;67096
467847;79225
467848;78644
467849;57658
467850;62948
467851;66901
467852;63349
467853;88024
467854;90678
467855;64494
467856;87903
467857;53049
467858;40000
467859;53117
467860;95444
467861;70622
467862;88931
467863;45590
467864;63301
467865;90252
467866;60688
467867;71834
467868;60489
467869;69585
467870;56207
467871;79157
467872;57846
467873;72759
467874;88519
467875;50669
467876;74702
467877;74911
467878;66606
467879;55255
467880;50677
467881;91303
467882;87147
467883;56309
467884;53839
467885;65026
467886;81585
467887;64395
467888;78897
467889;88775
467890;89360
467891;48089
467892;49255
467893;81841
467894;48998
467895;76546
467896;81183
467897;51955
467898;88063
467899;60814
467900;48506
467901;90542
467902;46910
467903;44959
467904;59490
467905;93951
467906;59023
467907;45470
467908;78378
467909;56172
467910;85865
467911;76961
467912;61339
467913;68386
467914;76589
467915;64012
467916;96926
467917;51368
467918;48820
467919;62614
467920;81323
467921;61157
467922;59706
467923;112607
467924;73002
467925;107865
467926;94005
467927;54726
467928;65225
467929;72849
467930;106273
467931;92522
467932;101945
467933;57279
467934;59029
467935;58134
467936;71090
467937;85318
467938;59124
467939;83141
467940;56038
467941;63461
467942;59312
467943;69448
467944;81386
467945;66384
467946;87264
467947;71520
467948;74509
467949;49020
467950;55663
467951;51388
467952;68458
467953;60036
467954;44390
467955;54979
467956;142914
467957;61646
467958;55326
467959;54174
467960;46288
467961;84725
467962;71332
467963;68415
467964;79162
467965;86568
467966;93182
467967;60007
467968;76179
467969;105261
467970;73375
467971;74548
467972;83954
467973;59351
467974;53961
467975;92103
467976;48684
467977;95252
467978;44297
467979;105880
467980;61609
467981;66840
467982;54933
467983;56480
467984;77442
467985;68865
467986;60444
467987;100466
467988;60766
467989;46446
467990;63258
467991;66492
467992;70763
467993;109981
467994;47948
467995;56020
467996;58091
467997;89559
467998;69859
467999;60327
468000;68688
468001;86003
468002;80880
468003;72605
468004;70528
468005;61585
468006;92420
468007;70577
468008;68255
468009;43479
468010;98131
468011;78567
468012;72872
468013;84085
468014;90956
468015;80051
468016;81555
468017;87511
468018;46633
468019;47028
468020;72397
468021;81408
468022;70477
468023;81973
468024;79976
468025;89467
468026;40576
468027;79920
468028;71441
468029;65639
468030;65855
468031;62087
468032;95029
468033;78923
468034;95725
468035;50892
468036;55644
468037;54328
468038;67600
468039;41012
468040;57897
468041;85998
468042;89687
468043;91453
468044;58636
468045;56568
468046;47064
468047;70506
468048;49426
468049;73646
468050;81540
468051;71990
468052;75720
468053;68247
468054;58449
468055;67188
468056;86833
468057;45063
468058;76254
468059;58008
468060;105412
468061;64725
468062;50362
468063;84217
468064;77198
468065;61987
468066;89035
468067;57175
468068;84368
468069;74829
468070;72320
468071;85741
468072;53181
468073;80185
468074;64005
468075;73152
468076;79182
468077;83685
468078;99523
468079;87563
468080;65780
468081;76013
468082;87213
468083;58114
468084;89167
468085;82974
468086;65119
468087;57379
468088;86370
468089;109032
468090;67415
468091;94740
468092;89450
468093;72151
468094;54887
468095;48736
468096;99077
468097;55248
468098;58407
468099;44636
468100;63896
468101;56538
468102;79040
468103;67692
468104;45500
468105;71196
468106;103879
468107;85308
468108;48739
468109;104177
468110;66532
468111;40000
468112;62422
468113;67835
468114;46564
468115;82656
468116;56465
468117;72779
468118;82348
468119;113723
468120;49341
468121;73180
468122;79369
468123;47044
468124;81825
468125;54238
468126;54716
468127;81657
468128;58152
468129;66161
468130;100078
468131;88111
468132;52163
468133;92654
468134;42302
468135;71004
468136;77966
468137;57661
468138;44093
468139;108218
468140;65224
468141;44702
468142;108151
468143;43189
468144;57708
468145;66267
468146;42836
468147;76118
468148;91112
468149;57741
468150;54588
468151;46856
468152;65494
468153;54286
468154;59019
468155;50199
468156;63256
468157;47204
468158;65171
468159;76506
468160;70825
468161;48143
468162;79403
468163;59615
468164;51917
468165;59677
468166;67153
468167;76164
468168;54865
468169;84460
468170;46319
468171;46437
468172;84783
468173;96539
468174;76764
468175;114189
468176;50803
468177;139056
468178;87164
468179;78405
468180;73669
468181;54976
468182;100639
468183;54379
468184;58167
468185;76521
468186;51953
468187;70534
468188;48665
468189;68819
468190;50843
468191;67698
468192;70581
468193;72366
468194;65113
468195;58787
468196;94019
468197;48697
468198;79339
468199;84989
468200;66519
468201;86495
468202;97864
468203;69954
468204;67220
468205;102457
468206;44108
468207;69651
468208;80100
468209;86502
468210;45504
468211;43795
468212;90877
468213;77534
468214;46010
468215;64978
468216;45227
468217;83200
468218;48302
468219;72878
468220;61608
468221;76900
468222;95358
468223;88010
468224;88272
468225;63690
468226;40000
468227;67892
468228;76752
468229;84446
468230;63650
468231;50165
468232;83131
468233;81208
468234;54174
468235;84800
468236;88799
468237;107476
468238;62990
468239;59675
468240;70105
468241;53732
468242;65246
468243;68409
468244;67116
468245;84878
468246;74466
468247;93012
468248;45314
468249;64990
468250;51875
468251;59387
468252;57465
468253;70435
468254;97084
468255;65908
468256;52053
468257;59996
468258;44996
468259;47740
468260;86352
468261;66202
468262;58630
468263;80797
468264;57197
468265;91802
468266;79952
468267;87144
468268;42243
468269;52797
468270;85970
468271;90719
468272;91227
468273;55346
468274;108338
468275;105460
468276;77418
468277;90813
468278;54135
468279;73729
468280;67459
468281;56879
468282;62537
468283;64198
468284;68986
468285;133512
468286;65557
468287;86963
468288;79791
468289;81466
468290;83231
468291;77435
468292;93538
468293;50102
468294;43236
468295;67632
468296;111492
468297;56456
468298;45535
468299;75082
468300;75963
468301;45072
468302;75332
468303;78155
468304;85414
468305;58803
468306;75159
468307;63292
468308;59426
468309;91479
468310;113202
468311;55294
468312;86903
468313;61268
468314;51049
468315;71635
468316;40070
468317;65272
468318;50530
468319;50259
468320;94847
468321;88570
468322;64045
468323;44394
468324;113746
468325;44691
468326;73105
468327;105889
468328;62568
468329;76686
468330;62745
468331;54642
468332;50411
468333;71955
468334;49385
468335;52290
468336;93207
468337;45165
468338;72310
468339;64165
468340;64515
468341;102328
468342;66872
468343;66765
468344;84989
468345;72058
468346;82626
468347;57897
468348;45843
468349;73656
468350;82200
468351;51757
468352;47239
468353;71111
468354;80708
468355;91250
468356;60295
468357;48182
468358;101495
468359;58739
468360;44751
468361;41949
468362;70746
468363;78799
468364;48745
468365;70053
468366;81042
468367;59249
468368;51381
468369;74210
468370;80784
468371;105175
468372;63910
468373;74991
468374;66257
468375;59823
468376;126496
468377;79427
468378;76733
468379;83580
468380;50392
468381;73603
468382;84276
468383;92538
468384;47724
468385;50759
468386;51762
468387;113017
468388;117377
468389;88765
468390;48718
468391;47321
468392;68561
468393;83337
468394;55856
468395;63124
468396;72849
468397;88001
468398;55063
468399;72246
468400;89811
468401;90709
468402;57776
468403;75241
468404;87228
468405;88838
468406;85573
468407;74147
468408;67356
468409;44143
468410;69527
468411;40895
468412;76862
468413;75213
468414;106916
468415;59013
468416;67643
468417;56882
468418;74214
468419;72271
468420;61041
468421;64620
468422;81378
468423;75743
468424;72009
468425;55195
468426;97168
468427;82950
468428;69892
468429;75207
468430;93875
468431;90132
468432;40000
468433;110280
468434;67344
468435;73696
468436;67336
468437;56848
468438;81746
468439;61890
468440;72574
468441;76734
468442;71950
468443;42950
468444;64933
468445;97048
468446;130250
468447;65371
468448;68946
468449;77420
468450;52648
468451;111635
468452;64804
468453;89831
468454;68765
468455;45453
468456;63116
468457;42800
468458;74230
468459;56427
468460;43212
468461;64222
468462;42249
468463;65645
468464;65202
468465;71447
468466;72504
468467;44881
468468;85065
468469;75287
468470;60795
468471;58290
468472;52920
468473;75775
468474;96645
468475;60084
468476;63112
468477;58854
468478;78009
468479;57200
468480;53218
468481;43301
468482;81873
468483;76394
468484;90539
468485;78666
468486;84310
468487;54810
468488;56465
468489;46427
468490;52161
468491;109891
468492;52850
468493;62729
468494;72924
468495;61663
468496;53504
468497;58034
468498;50859
468499;49391
468500;69084
468501;69649
468502;51669
468503;55896
468504;62630
468505;60787
468506;52678
468507;89533
468508;103984
468509;92955
468510;45954
468511;69616
468512;81591
468513;54187
468514;57384
468515;64030
468516;86150
468517;91826
468518;44463
468519;60675
468520;63025
468521;96636
468522;88658
468523;53234
468524;97215
468525;55718
468526;67276
468527;119470
468528;55345
468529;48690
468530;40413
468531;79673
468532;80596
468533;73331
468534;73075
468535;78475
468536;45891
468537;71287
468538;69247
468539;64311
468540;67312
468541;56940
468542;74064
468543;57438
468544;71284
468545;79315
468546;54667
468547;82749
468548;56024
468549;60376
468550;124501
468551;49264
468552;54091
468553;57345
468554;45253
468555;63545
468556;53558
468557;93470
468558;68254
468559;60764
468560;85100
468561;73586
468562;49786
468563;89967
468564;66397
468565;55835
468566;56549
468567;102559
468568;126563
468569;68113
468570;86169
468571;45749
468572;104954
468573;46692
468574;92434
468575;81511
468576;108094
468577;74304
468578;43917
468579;47406
468580;106701
468581;65276
468582;70796
468583;86905
468584;52219
468585;62963
468586;47491
468587;93458
468588;94772
468589;55048
468590;44878
468591;65317
468592;69780
468593;62009
468594;70010
468595;78189
468596;95109
468597;42553
468598;74025
468599;69557
468600;62374
468601;57549
468602;52612
468603;60329
468604;76101
468605;55999
468606;72857
468607;59270
468608;93038
468609;68258
468610;71316
468611;64466
468612;80680
468613;68070
468614;54802
468615;68562
468616;92845
468617;59935
468618;62065
468619;63695
468620;63947
468621;87512
468622;97643
468623;54368
468624;98915
468625;75302
468626;89482
468627;43365
468628;64669
468629;93054
468630;41542
468631;86955
468632;71556
468633;103355
468634;74382
468635;92413
468636;41223
468637;58924
468638;80326
468639;75985
468640;64021
468641;77940
468642;76477
468643;85296
468644;47778
468645;89841
468646;53159
468647;90631
468648;69901
468649;43162
468650;85034
468651;87457
468652;125950
468653;68872
468654;64670
468655;96581
468656;55339
468657;81506
468658;47503
468659;57505
468660;71722
468661;63287
468662;69706
468663;61598
468664;84535
468665;50698
468666;57625
468667;76051
468668;92278
468669;70844
468670;123350
468671;45154
468672;73030
468673;84136
468674;66687
468675;56287
468676;42481
468677;46450
468678;48160
468679;59373
468680;53702
468681;46841
468682;62822
468683;44526
468684;86537
468685;56890
468686;64850
468687;59632
468688;44581
468689;72669
468690;58076
468691;60901
468692;44610
468693;88208
468694;41177
468695;61406
468696;50054
468697;66702
468698;60502
468699;60272
468700;48197
468701;68820
468702;56112
468703;68409
468704;48409
468705;105811
468706;66575
468707;47530
468708;50222
468709;76021
468710;56242
468711;52222
468712;52738
468713;123936
468714;54435
468715;49113
468716;73886
468717;67116
468718;57144
468719;78462
468720;57165
468721;73698
468722;71405
468723;56084
468724;75316
468725;119275
468726;110678
468727;56171
468728;66259
468729;48072
468730;71018
468731;58568
468732;90176
468733;61274
468734;55363
468735;55357
468736;54068
468737;94286
468738;71521
468739;79764
468740;42679
468741;71017
468742;61839
468743;65736
468744;87045
468745;50982
468746;83339
468747;79721
468748;55891
468749;62707
468750;90079
468751;94309
468752;52075
468753;110438
468754;58806
468755;43361
468756;71518
468757;77266
468758;63466
468759;109146
468760;67774
468761;73747
468762;72498
468763;62432
468764;65972
468765;55117
468766;75018
468767;106788
468768;74681
468769;60526
468770;74578
468771;59961
468772;45105
468773;59139
468774;78106
468775;78030
468776;79798
468777;61883
468778;74450
468779;105241
468780;57696
468781;62224
468782;64672
468783;82750
468784;44916
468785;80513
468786;60393
468787;47252
468788;76100
468789;64470
468790;53595
468791;77599
468792;64569
468793;87638
468794;57759
468795;48652
468796;68706
468797;43362
468798;61890
468799;69698
468800;61239
468801;67939
468802;64839
468803;56686
468804;85623
468805;63094
468806;58440
468807;103027
468808;97817
468809;59572
468810;48474
468811;62312
468812;69282
468813;86612
468814;56339
468815;57198
468816;81635
468817;77212
468818;63298
468819;47922
468820;50230
468821;72165
468822;76417
468823;93059
468824;80418
468825;81612
468826;46274
468827;43004
468828;57336
468829;70619
468830;70932
468831;74519
468832;84778
468833;63550
468834;58951
468835;65260
468836;43373
468837;67743
468838;85492
468839;74675
468840;79745
468841;40000
468842;48766
468843;94409
468844;86262
468845;55129
468846;82222
468847;45525
468848;58641
468849;73156
468850;55852
468851;95482
468852;57391
468853;47619
468854;67996
468855;61193
468856;91609
468857;86984
468858;52171
468859;82488
468860;83034
468861;48206
468862;68207
468863;82958
468864;78547
468865;122148
468866;44287
468867;49547
468868;45562
468869;71413
468870;75109
468871;103204
468872;98981
468873;71533
468874;43984
468875;50003
468876;50313
468877;66152
468878;78164
468879;75486
468880;65420
468881;65097
468882;84170
468883;94000
468884;87427
468885;74787
468886;59717
468887;94650
468888;71265
468889;77694
468890;57331
468891;70989
468892;77486
468893;56375
468894;75636
468895;71261
468896;59338
468897;59723
468898;51332
468899;75878
468900;65956
468901;75553
468902;61248
468903;55069
468904;81748
468905;67635
468906;92223
468907;54701
468908;70613
468909;53837
468910;64527
468911;53056
468912;64729
468913;65134
468914;54346
468915;45918
468916;60127
468917;90606
468918;77875
468919;76362
468920;49395
468921;55086
468922;60621
468923;105745
468924;77567
468925;106638
468926;85123
468927;69271
468928;98293
468929;87697
468930;88978
468931;77620
468932;85630
468933;46719
468934;80259
468935;43138
468936;90676
468937;75189
468938;52929
468939;101795
468940;65474
468941;61438
468942;120307
468943;67304
468944;62822
468945;43158
468946;64167
468947;79115
468948;62136
468949;73732
468950;91492
468951;43407
468952;57755
468953;79286
468954;59556
468955;80265
468956;62283
468957;61511
468958;51640
468959;58447
468960;105153
468961;44715
468962;54284
468963;67405
468964;54139
468965;62280
468966;128012
468967;88138
468968;64859
468969;95010
468970;69171
468971;77144
468972;52812
468973;85893
468974;82638
468975;40000
468976;44387
468977;62885
468978;73818
468979;71839
468980;69324
468981;66199
468982;74588
468983;62544
468984;70932
468985;50453
468986;55496
468987;75845
468988;110994
468989;77170
468990;57379
468991;67140
468992;64968
468993;100457
468994;66693
468995;50601
468996;107566
468997;58745
468998;60412
468999;93607
469000;56544
469001;58898
469002;80441
469003;103265
469004;53999
469005;90287
469006;77321
469007;72345
469008;45362
469009;51979
469010;80182
469011;114251
469012;77480
469013;77039
469014;57138
469015;48603
469016;53266
469017;62600
469018;83626
469019;83133
469020;51745
469021;53425
469022;61634
469023;50202
469024;61134
469025;81765
469026;75290
469027;80622
469028;40000
469029;74983
469030;53017
469031;64173
469032;51823
469033;50777
469034;47098
469035;63495
469036;55295
469037;85476
469038;100797
469039;67663
469040;96898
469041;70301
469042;50622
469043;60214
469044;80546
469045;57600
469046;101567
469047;46126
469048;73392
469049;79678
469050;86459
469051;65977
469052;56742
469053;73607
469054;103158
469055;88772
469056;69514
469057;71160
469058;78414
469059;40518
469060;56930
469061;56848
469062;91503
469063;69869
469064;81148
469065;78594
469066;55720
469067;49418
469068;64191
469069;81187
469070;63628
469071;58119
469072;77264
469073;58542
469074;72152
469075;51864
469076;66223
469077;69087
469078;68152
469079;42371
469080;41754
469081;47233
469082;103007
469083;95361
469084;76101
469085;89193
469086;59876
469087;87934
469088;77123
469089;68316
469090;83905
469091;70175
469092;71512
469093;93754
469094;55342
469095;48603
469096;52939
469097;54452
469098;117527
469099;90463
469100;94652
469101;83304
469102;60843
469103;104576
469104;54868
469105;100609
469106;50648
469107;61253
469108;114704
469109;66121
469110;56599
469111;83191
469112;51306
469113;73936
469114;47123
469115;77289
469116;89486
469117;57772
469118;43194
469119;66779
469120;90640
469121;56682
469122;64650
469123;81194
469124;81592
469125;108178
469126;63814
469127;48501
469128;50244
469129;57590
469130;65619
469131;50050
469132;43789
469133;127990
469134;125426
469135;110114
469136;51088
469137;77128
469138;69781
469139;57718
469140;58005
469141;74850
469142;56774
469143;52344
469144;56548
469145;61350
469146;58808
469147;73637
469148;52251
469149;47485
469150;109113
469151;59316
469152;60207
469153;87133
469154;69633
469155;93841
469156;64095
469157;49767
469158;64283
469159;50152
469160;74289
469161;76906
469162;57154
469163;55659
469164;74137
469165;76371
469166;43962
469167;63905
469168;92399
469169;101064
469170;77911
469171;90224
469172;68741
469173;46308
469174;71498
469175;100648
469176;85797
469177;68187
469178;64921
469179;102840
469180;64802
469181;74738
469182;47844
469183;79821
469184;61323
469185;49599
469186;75950
469187;45142
469188;60007
469189;105720
469190;106078
469191;87559
469192;67267
469193;114739
469194;63994
469195;61914
469196;50757
469197;60312
469198;86117
469199;71539
469200;51694
469201;63351
469202;46028
469203;93996
469204;82315
469205;42139
469206;46656
469207;68231
469208;56626
469209;60833
469210;53339
469211;67236
469212;90301
469213;86390
469214;64050
469215;64410
469216;59280
469217;109829
469218;64103
469219;75255
469220;82145
469221;50987
469222;52783
469223;52803
469224;49847
469225;74557
469226;42242
469227;54233
469228;85274
469229;71772
469230;75281
469231;78832
469232;72246
469233;78543
469234;45942
469235;63783
469236;66098
469237;52193
469238;90390
469239;47075
469240;73917
469241;65770
469242;94849
469243;73638
469244;59410
469245;75125
